anime_id	name	genre	type	episodes
780	Detective Conan Movie 02: The Fourteenth Target	Adventure, Comedy, Mystery, Police, Shounen	Movie	1
781	Detective Conan Movie 03: The Last Wizard of the Century	Adventure, Comedy, Mystery, Police, Shounen	Movie	1
1363	Detective Conan Movie 04: Captured in Her Eyes	Adventure, Comedy, Mystery, Police, Shounen	Movie	1
1364	Detective Conan Movie 05: Countdown to Heaven	Adventure, Comedy, Mystery, Police, Shounen	Movie	1
1365	Detective Conan Movie 06: The Phantom of Baker Street	Adventure, Mystery, Police, Shounen	Movie	1
1366	Detective Conan Movie 07: Crossroad in the Ancient Capital	Adventure, Comedy, Mystery, Police, Shounen	Movie	1
1367	Detective Conan Movie 08: Magician of the Silver Sky	Adventure, Comedy, Mystery, Police, Shounen	Movie	1
1505	Detective Conan Movie 09: Strategy Above the Depths	Adventure, Comedy, Mystery, Police, Shounen	Movie	1
1506	Detective Conan Movie 10: Requiem of the Detectives	Adventure, Comedy, Mystery, Police, Shounen	Movie	1
1369	Detective Conan OVA 01: Conan vs. Kid vs. Yaiba	Adventure, Comedy, Mystery, Shounen	OVA	1
1368	"Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!"	Comedy, Mystery, Police, Shounen	OVA	1
1178	Detonator Orgun	Action, Mecha, Sci-Fi	OVA	3
1726	Devil May Cry	Action, Demons, Fantasy	TV	12
1629	Devilman Lady	Action, Drama, Horror, Psychological	TV	26
293	Di Gi Charat	Comedy, Fantasy, Sci-Fi	TV	16
1757	Di Gi Charat Christmas Special	Comedy	Special	1
1756	Di Gi Charat Natsuyasumi Special	Comedy	Special	4
1683	Di Gi Charat Nyo	Comedy, Fantasy, Sci-Fi	TV	104
1755	Di Gi Charat Ohanami Special	Comedy	Special	4
1754	Di Gi Charat Summer Special 2000	Comedy	Special	4
1758	Di Gi Charat Tsuyu Specials	Comedy	Special	2
1752	Di Gi Charat: Hoshi no Tabi	Comedy	Movie	1
1753	Di Gi Charat: Kuchi Kara Bazooka	Comedy	Special	1
552	Digimon Adventure	Action, Adventure, Comedy, Fantasy, Kids	TV	54
1313	Digimon Adventure 02	Action, Adventure, Comedy, Drama, Fantasy, Kids	TV	50
1132	Digimon Frontier	Action, Adventure, Comedy, Drama, Fantasy, Shounen	TV	50
859	Digimon Savers	Adventure, Comedy, Drama, Fantasy, Shounen	TV	48
874	Digimon Tamers	Adventure, Comedy, Drama, Fantasy, Shounen	TV	51
1105	Digital Juice	Comedy, Psychological	OVA	6
424	Dirty Pair	Adventure, Comedy, Police, Sci-Fi	TV	24
1802	Dirty Pair Flash	Action, Adventure, Comedy, Ecchi, Police, Sci-Fi	OVA	6
1794	Dirty Pair no Ooshoubu: Nolandia no Nazo	Action, Adventure, Comedy, Police, Sci-Fi	OVA	1
1795	Dirty Pair: Bouryaku no 005-bin	Action, Adventure, Comedy, Police, Sci-Fi	OVA	1
1803	Dirty Pair: Lovely Angels yori Ai wo Komete	Action, Adventure, Comedy, Police, Sci-Fi	OVA	2
1796	Dirty Pair: The Movie	Adventure, Comedy, Police, Sci-Fi	Movie	1
294	Divergence Eve	Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space	TV	13
295	Divergence Eve 2: Misaki Chronicles	Adventure, Drama, Mecha, Military, Sci-Fi, Space	TV	13
563	DNA²	Comedy, Romance, Sci-Fi	TV	12
1187	DNA² OVA	Comedy, Drama, Sci-Fi	OVA	3
332	Dokidoki Densetsu: Mahoujin Guru Guru	Adventure, Comedy, Fantasy, Magic, Shounen	TV	38
1837	Dokkoida	Action, Adventure, Comedy, Parody, Sci-Fi, Shounen	TV	12
1151	Dominion	Comedy, Mecha, Police, Sci-Fi	OVA	4
501	Doraemon	Adventure, Comedy, Fantasy, Kids, Shounen	TV	26
1337	Dororon Enma-kun	Comedy, Demons, Fantasy, Horror, Shounen, Supernatural	TV	25
1684	Dotto Koni-chan	Comedy	TV	26
692	Dousou Kai	Harem, Hentai, Romance	OVA	4
223	Dragon Ball	Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	TV	153
225	Dragon Ball GT	Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power	TV	64
987	Dragon Ball GT: Goku Gaiden! Yuuki no Akashi wa Suushinchuu	Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	Special	1
502	Dragon Ball Movie 1: Shen Long no Densetsu	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Movie	1
891	Dragon Ball Movie 2: Majinjou no Nemuri Hime	Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power	Movie	1
892	Dragon Ball Movie 3: Makafushigi Daibouken	Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power	Movie	1
893	Dragon Ball Movie 4: Saikyou e no Michi	Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power	Movie	1
813	Dragon Ball Z	Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	TV	291
894	Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
895	Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
896	Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
897	Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu	Adventure, Fantasy, Sci-Fi, Shounen	Movie	1
898	Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
899	Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
900	Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
901	Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
902	Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
903	Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai	Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power	Movie	1
904	Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da	Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power	Movie	1
905	Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
906	Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1
986	Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Special	1
985	Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks	Adventure, Drama, Fantasy, Shounen	Special	1
984	Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	OVA	2
296	Dragon Drive	Action, Adventure, Comedy, Fantasy, School, Sci-Fi, Shounen	TV	38
870	Dragon Half	Comedy, Fantasy, Parody	OVA	2
1834	Dragon Knight 4	Adventure, Fantasy, Hentai, Magic	OVA	4
1331	Dragon Pink	Action, Adventure, Comedy, Fantasy, Hentai, Magic, Supernatural	OVA	3
1314	DT Eightron	Action, Sci-Fi, Shounen	TV	26
992	Dual Parallel! Trouble Adventures	Action, Comedy, Harem, Mecha, Sci-Fi, Shounen	TV	13
993	Dual Parallel! Trouble Adventures Special	Comedy, Drama, Harem, Mecha, Romance, Sci-Fi	Special	1
1685	Duel Masters	Action, Adventure, Comedy, Shounen	TV	26
236	"E&#039;s Otherwise"	Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural	TV	26
1928	Early Reins	Action, Adventure, Seinen	OVA	1
1324	Earthian	Drama, Shoujo, Shounen Ai	OVA	4
1704	Eat-Man	Action, Adventure, Sci-Fi, Shounen, Super Power	TV	12
1599	"Eat-Man &#039;98"	Action, Adventure, Sci-Fi, Shounen, Super Power	TV	12
1189	"Eden&#039;s Bowy"	Action, Adventure, Fantasy, Romance, Sci-Fi	TV	26
503	Eien no Aselia	Adventure, Drama, Fantasy	OVA	2
1344	Eightman After	Action, Drama, Sci-Fi	OVA	4
788	Eiken: Eikenbu yori Ai wo Komete	Comedy, Ecchi, Harem, School	OVA	2
345	Eikoku Koi Monogatari Emma	Drama, Historical, Romance, Seinen, Slice of Life	TV	12
1106	Eikyuu Kazoku	Comedy, Psychological	Movie	1
118	El Hazard 2: The Magnificent World	Adventure, Comedy, Fantasy	OVA	4
115	El Hazard: The Alternative World	Adventure, Comedy, Fantasy	TV	13
117	El Hazard: The Magnificent World	Adventure, Comedy, Fantasy, Romance	OVA	7
116	El Hazard: The Wanderers	Adventure, Comedy, Fantasy, Romance	TV	26
1332	Elf no Wakaokusama	Fantasy, Hentai	OVA	2
1045	Elf wo Karu Mono-tachi	Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen	TV	12
1046	Elf wo Karu Mono-tachi II	Adventure, Comedy, Fantasy	TV	12
661	Elf-ban Kakyuusei: Anata dake wo Mitsumete...	Drama, Harem, Romance, School	OVA	4
226	Elfen Lied	Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural	TV	13
376	Elfen Lied Special	Drama, Ecchi, Horror, Psychological, Supernatural	Special	1
724	Enzai	Hentai, Horror, Yaoi	OVA	2
1250	Erementar Gerad	Adventure, Comedy, Fantasy, Magic, Romance, Super Power	TV	26
790	Ergo Proxy	Mystery, Psychological, Sci-Fi	TV	23
393	Escaflowne	Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo	Movie	1
237	Eureka Seven	Adventure, Drama, Mecha, Romance, Sci-Fi	TV	50
1631	Eureka Seven: Navigation ray=out	Mecha, Sci-Fi	Special	1
377	eX-Driver	Action, Adventure, Cars, Comedy, Sci-Fi, Shounen	OVA	6
378	eX-Driver the Movie	Action, Adventure, Cars, Comedy, Sci-Fi, Shounen	Movie	1
1733	"eX-Driver: Nina &amp; Rei Danger Zone"	Action, Cars, Sci-Fi	OVA	1
15	Eyeshield 21	Action, Comedy, Shounen, Sports	TV	145
1317	Eyeshield 21: Maboroshi no Golden Bowl	Shounen, Sports	Movie	1
365	Fake	Comedy, Mystery, Police, Romance, Shounen Ai	OVA	1
455	Fantastic Children	Adventure, Fantasy, Mystery, Romance, Sci-Fi	TV	26
1800	Fatal Fury 2: The New Battle	Action, Adventure, Drama, Martial Arts, Shounen	OVA	1
1799	Fatal Fury: Legend of the Hungry Wolf	Action, Adventure, Drama, Martial Arts, Romance, Shounen	OVA	1
504	Fatal Fury: The Motion Picture	Action, Adventure, Drama, Martial Arts, Romance, Shounen	Movie	1
356	Fate/stay night	Action, Fantasy, Magic, Romance, Supernatural	TV	24
1126	"Figure 17: Tsubasa &amp; Hikaru"	Sci-Fi, Slice of Life	TV	13
119	Final Approach	Comedy, Drama, Romance, Slice of Life	TV	13
426	Final Fantasy	Action, Adventure, Comedy, Fantasy	OVA	4
317	Final Fantasy VII: Advent Children	Action, Fantasy, Super Power	Movie	1
408	Final Fantasy VII: Last Order	Action, Adventure, Drama, Fantasy, Sci-Fi	OVA	1
1361	Final Fantasy: The Spirits Within	Sci-Fi	Movie	1
1157	Final Fantasy: Unlimited	Action, Adventure, Fantasy, Sci-Fi, Shounen	TV	25
725	First Kiss Monogatari	Drama, Romance	OVA	1
1299	Flag	Mecha, Military	ONA	13
227	FLCL	Action, Comedy, Dementia, Mecha, Parody, Sci-Fi	OVA	6
1404	Flutter of Birds: Tori-tachi no Habataki	Hentai	OVA	2
1747	Freedom	Action, Adventure, Sci-Fi	OVA	7
120	Fruits Basket	Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life	TV	26
71	Full Metal Panic!	Action, Comedy, Mecha, Military, Sci-Fi	TV	24
73	Full Metal Panic! The Second Raid	Action, Mecha, Military	TV	13
1015	Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi	Comedy	Special	1
72	Full Metal Panic? Fumoffu	Action, Comedy, School	TV	12
122	Full Moon wo Sagashite	Comedy, Drama, Music, Romance, Shoujo, Supernatural	TV	52
1996	Full Moon wo Sagashite: Kawaii Kawaii Daibouken	Comedy, Fantasy, Supernatural	Special	1
121	Fullmetal Alchemist	Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen	TV	51
908	Fullmetal Alchemist: Premium Collection	Comedy, Fantasy, Shounen	OVA	3
664	Fullmetal Alchemist: Reflections	Adventure, Comedy, Drama, Fantasy, Military, Shounen	Special	1
430	Fullmetal Alchemist: The Conqueror of Shamballa	Comedy, Drama, Fantasy, Historical, Military, Shounen	Movie	1
1333	Fushigi na Koala Blinky	Adventure, Comedy, Fantasy, Kids	TV	26
1496	Fushigi no Kuni no Miyuki-chan	Comedy, Ecchi, Fantasy, Shoujo Ai, Yuri	OVA	2
1251	Fushigi no Umi no Nadia	Adventure, Comedy, Historical, Romance, Sci-Fi	TV	39
1252	Fushigi no Umi no Nadia: Original Movie	Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi	Movie	1
123	Fushigi Yuugi	Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo	TV	52
380	Fushigi Yuugi OVA	Adventure, Comedy, Fantasy, Historical, Romance, Shoujo	OVA	3
381	Fushigi Yuugi OVA 2	Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo	OVA	6
124	Fushigi Yuugi: Eikouden	Adventure, Drama, Fantasy, Romance, Shoujo	OVA	4
505	Fushigiboshi no☆Futagohime	Comedy, Magic, Shoujo	TV	51
1886	Fushigiboshi no☆Futagohime Gyu!	Comedy, Magic, Shoujo	TV	52
125	Futakoi	Comedy, Romance, School	TV	13
126	Futakoi Alternative	Comedy, Drama, Romance	TV	13
382	Futari Ecchi	Comedy, Ecchi, Romance, Seinen, Slice of Life	OVA	4
603	Futari wa Precure	Action, Comedy, Fantasy, Magic, Shoujo	TV	49
1929	Futari wa Precure: Max Heart	Action, Comedy, Fantasy, Magic, Shoujo	TV	47
1930	Futari wa Precure: Max Heart Movie 1	Comedy, Fantasy, Magic, Shoujo	Movie	1
1931	Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi	Comedy, Fantasy, Magic, Shoujo	Movie	1
1534	Futari wa Precure: Splash☆Star	Action, Comedy, Fantasy, Magic, Shoujo	TV	49
344	Futatsu no Spica	Drama, School, Sci-Fi, Supernatural	TV	20
1391	Future GPX Cyber Formula	Adventure, Sci-Fi, Shounen, Sports	TV	37
1392	Future GPX Cyber Formula 11	Drama, Sci-Fi, Shounen, Sports	OVA	6
1394	Future GPX Cyber Formula Saga	Drama, Sci-Fi, Shounen, Sports	OVA	8
1395	Future GPX Cyber Formula Sin	Drama, Sci-Fi, Shounen, Sports	OVA	5
1393	Future GPX Cyber Formula Zero	Drama, Sci-Fi, Shounen, Sports	OVA	8
1396	Future GPX Cyber Formula: Early Days Renewal	Drama, Sci-Fi, Shounen, Sports	OVA	2
1524	Fuujin Monogatari	Drama, Fantasy, School, Slice of Life, Supernatural	TV	13
271	Gad Guard	Adventure, Mecha, Sci-Fi, Shounen	TV	26
1845	Gaiking: Legend of Daiku-Maryu	Action, Mecha, Sci-Fi	TV	39
1281	Gakkou no Kaidan	Horror, Mystery, Supernatural	TV	19
74	Gakuen Alice	Comedy, Magic, School, Shoujo	TV	26
850	Gakuen Heaven	Comedy, Drama, Romance, School, Shounen Ai	TV	13
1179	Gakuen Senki Muryou	Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural	TV	26
1927	Gakuen Tokusou Hikaruon	Action, Martial Arts, School, Super Power	OVA	1
1858	Gakuen Utopia Manabi Straight!	Comedy, School, Slice of Life	TV	12
1511	Gakuen: Chijoku no Zushiki	Hentai	OVA	2
383	Galaxy Angel	Comedy, Sci-Fi	TV	24
653	Galaxy Angel 3	Comedy, Sci-Fi	TV	26
654	Galaxy Angel 3 Specials	Comedy, Sci-Fi	Special	2
655	Galaxy Angel 4	Comedy, Sci-Fi	TV	13
1600	Galaxy Angel Rune	Comedy, Sci-Fi	TV	13
652	Galaxy Angel Z	Comedy, Sci-Fi	TV	9
1611	Galerians: Rion	Adventure, Drama, Horror, Military, Mystery, Psychological, Sci-Fi, Shounen, Supernatural	OVA	3
364	Gallery Fake	Mystery, Seinen	TV	37
239	Gankutsuou	Drama, Mystery, Sci-Fi, Supernatural, Thriller	TV	24
384	Gantz	Action, Drama, Horror, Psychological, Sci-Fi, Supernatural	TV	13
395	Gantz 2nd Stage	Action, Drama, Horror, Psychological, Sci-Fi, Supernatural	TV	13
782	Gasaraki	Drama, Mecha, Military, Psychological, Supernatural	TV	25
127	Gate Keepers	Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen	TV	24
128	Gate Keepers 21	Action, Drama, Mecha, Sci-Fi, Shounen	OVA	6
1829	Gedo Senki	Adventure, Fantasy, Magic	Movie	1
1022	Generator Gawl	Action, Adventure, Comedy, Drama, Sci-Fi, Shounen	TV	12
909	Geneshaft	Adventure, Mecha, Sci-Fi, Space	TV	13
1626	Genma Taisen	Action, Adventure, Comedy, Drama, Mecha, Sci-Fi, Shounen	Movie	1
1705	Genma Taisen: Shinwa Zenya no Shou	Adventure, Drama, Horror, Sci-Fi, Shounen, Supernatural	TV	13
1537	Genshi Shounen Ryuu	Action, Adventure, Romance, Sci-Fi, Shounen	TV	22
240	Genshiken	Comedy, Parody, Slice of Life	TV	12
1813	Genshiken OVA	Comedy, Parody, Slice of Life	OVA	3
129	Gensoumaden Saiyuuki	Adventure, Comedy, Drama, Shounen, Supernatural	TV	50
484	Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka	Adventure, Shounen, Supernatural	Movie	1
1159	Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa	Adventure, Comedy, Sci-Fi, Shounen	OVA	4
1158	Geobreeders: File-X Chibi Neko Dakkan	Adventure, Comedy, Shounen, Supernatural	OVA	3
1574	Get Ride! AMDriver	Adventure, Mecha, Sci-Fi, Shounen	TV	51
132	GetBackers	Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural	TV	49
1865	Getsumen To Heiki Mina	Comedy, Parody, Sci-Fi	TV	11
1571	Ghost Hunt	Comedy, Horror, Mystery, Shoujo, Supernatural	TV	25
43	Ghost in the Shell	Action, Mecha, Police, Psychological, Sci-Fi, Seinen	Movie	1
468	Ghost in the Shell 2: Innocence	Mecha, Military, Police, Psychological, Sci-Fi	Movie	1
467	Ghost in the Shell: Stand Alone Complex	Action, Mecha, Military, Police, Sci-Fi, Seinen	TV	26
1566	Ghost in the Shell: Stand Alone Complex - Solid State Society	Mecha, Military, Mystery, Police, Sci-Fi, Seinen	Special	1
1335	Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi	Comedy, Mecha, Sci-Fi	Special	26
801	Ghost in the Shell: Stand Alone Complex 2nd GIG	Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen	TV	26
1406	Gibo	Drama, Hentai, Romance	OVA	2
1581	Gift: Eternal Rainbow	Comedy, Drama, Harem, Magic, Romance, School	TV	12
385	Gilgamesh	Drama, Fantasy, Sci-Fi, Supernatural	TV	26
1868	"Gin&#039;iro no Olynsis: Tokito"	Adventure, Drama, Mecha, Romance	TV	12
476	Ginban Kaleidoscope	Drama, Romance, Sports	TV	12
915	Ginga Densetsu Weed	Adventure, Drama, Shounen	TV	26
820	Ginga Eiyuu Densetsu	Drama, Military, Sci-Fi, Space	OVA	110
589	Ginga Nagareboshi Gin	Action, Adventure, Drama, Shounen	TV	21
977	Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu	Action, Hentai, Mecha, Sci-Fi, Yaoi	OVA	1
1491	Ginga Tetsudou 999	Adventure, Drama, Sci-Fi, Space	TV	113
1301	Ginga Tetsudou 999 (Movie)	Adventure, Drama, Fantasy, Sci-Fi, Space	Movie	1
1490	Ginga Tetsudou Monogatari	Action, Adventure, Drama, Sci-Fi, Space	TV	26
1441	Ginga Tetsudou no Yoru	Drama, Fantasy, Historical, Kids, Mystery	Movie	1
1140	Giniro no Kami no Agito	Adventure, Drama, Fantasy, Romance, Sci-Fi	Movie	1
832	Ginsoukikou Ordian	Mecha, Sci-Fi	TV	24
918	Gintama	Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen	TV	201
336	Ginyuu Mokushiroku Meine Liebe	Fantasy, Shoujo	TV	13
771	Ginyuu Mokushiroku Meine Liebe Wieder	Drama, Fantasy, Shoujo	TV	13
241	Girls Bravo: First Season	Comedy, Ecchi, Fantasy, Harem, Romance, School	TV	11
487	Girls Bravo: Second Season	Comedy, Ecchi, Fantasy, Harem, Romance, School	TV	13
506	Glass no Kamen	Drama, Romance, Shoujo	TV	23
1974	Glass no Kamen (2005)	Drama, Shoujo	TV	51
973	"Glass no Kantai: La Legende du Vent de l&#039;Univers"	Adventure, Sci-Fi	TV	24
852	Gokinjo Monogatari	Comedy, Drama, Romance, Slice of Life	TV	50
456	Gokujou Seitokai	Comedy, School, Slice of Life	TV	26
242	Gokusen	Comedy, Drama, Josei, School, Slice of Life	TV	13
268	Golden Boy	Adventure, Comedy, Ecchi	OVA	6
1760	Golgo 13	Action, Adventure, Drama, Military, Seinen	Movie	1
1761	Golgo 13: Queen Bee	Action, Adventure, Drama, Military, Seinen	OVA	1
1623	G-On Riders	Action, Comedy, School, Sci-Fi	TV	13
1056	Good Morning Call	Comedy, Drama, Romance, School, Shoujo	OVA	1
188	"Gosenzo San&#039;e"	Comedy, Hentai, Mystery, Supernatural	OVA	4
1859	Grappler Baki	Action, Shounen, Sports	OVA	1
287	Grappler Baki (TV)	Shounen, Sports	TV	24
551	Grappler Baki: Saidai Tournament-hen	Action, Martial Arts, Shounen, Sports	TV	24
243	Gravitation	Comedy, Music, Romance, Shoujo, Shounen Ai	TV	13
507	Gravitation: Lyrics of Love	Comedy, Romance, Shoujo, Shounen Ai	OVA	2
245	Great Teacher Onizuka	Comedy, Drama, School, Shounen, Slice of Life	TV	43
133	Green Green	Comedy, Ecchi, Romance, School, Slice of Life	TV	12
881	Green Green OVA	Comedy, Ecchi, Romance, School	OVA	1
1679	Green Green Specials	Comedy, Ecchi, Romance, Slice of Life	OVA	3
651	Green Green Thirteen: Erolutions	Comedy, Hentai, Romance	OVA	1
1169	Green Legend Ran	Adventure, Drama, Sci-Fi	OVA	3
297	Grenadier: Hohoemi no Senshi	Action, Adventure, Comedy, Ecchi, Shounen	TV	12
246	Groove Adventure Rave	Adventure, Comedy, Fantasy, Romance, Shounen	TV	51
1933	Growlanser IV: Wayfarer of the Time	Action	OVA	1
824	Guardian Hearts	Comedy, Ecchi, Magic, Romance, School	OVA	6
1706	Gun Frontier	Action, Adventure, Drama, Historical, Sci-Fi, Seinen	TV	13
411	Gun x Sword	Action, Adventure, Drama, Mecha, Sci-Fi, Shounen	TV	26
1200	Gun-dou Musashi	Adventure, Fantasy, Samurai	TV	26
1160	Gundress	Action, Mecha, Sci-Fi	Movie	1
267	Gungrave	Action, Drama, Sci-Fi, Seinen, Super Power	TV	26
1016	Gunnm	Drama, Mecha, Sci-Fi, Shounen	OVA	2
266	Gunparade March: Arata Naru Kougunka	Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life	TV	12
858	Gunparade Orchestra	Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life	TV	24
134	Gunslinger Girl	Action, Drama, Military, Psychological, Sci-Fi	TV	13
650	Gunsmith Cats	Action, Comedy, Police, Seinen	OVA	3
1821	Guren	Harem, Hentai	OVA	3
386	H2	Comedy, Romance, Shounen, Sports	TV	41
16	Hachimitsu to Clover	Comedy, Drama, Josei, Romance	TV	24
1142	Hachimitsu to Clover II	Drama, Josei, Romance	TV	12
644	Hachimitsu to Clover Specials	Comedy, Drama, Josei, Romance, Slice of Life	Special	2
1824	Hadashi no Gen	Drama, Historical	Movie	1
1825	Hadashi no Gen 2	Drama, Historical, Shounen	Movie	1
1663	Haha wo Tazunete Sanzenri	Adventure, Drama, Historical, Slice of Life	TV	52
387	Haibane Renmei	Drama, Fantasy, Mystery, Psychological, Slice of Life	TV	13
498	Haja Taisei Dangaiou	Action, Adventure, Mecha, Sci-Fi	OVA	3
515	Hajimari no Boukensha-tachi: Legend of Crystania	Action, Adventure, Fantasy, Magic, Supernatural	Movie	1
263	Hajime no Ippo	Comedy, Drama, Shounen, Sports	TV	75
264	Hajime no Ippo: Champion Road	Comedy, Shounen, Sports	Special	1
265	Hajime no Ippo: Mashiba vs. Kimura	Comedy, Shounen, Sports	OVA	1
1465	Hakaima Sadamitsu	Action, Mecha, School, Sci-Fi, Seinen	TV	10
1466	Hakugei Densetsu	Adventure, Sci-Fi	TV	26
1325	Hamelin no Violin Hiki	Adventure, Drama, Fantasy	TV	25
413	Hametsu no Mars	Horror, Sci-Fi	OVA	1
106	Hana yori Dango	Drama, Romance, School, Shoujo	TV	51
1031	Hanare Toride no Yonna	Adventure, Fantasy	Movie	1
403	Hanaukyou Maid-tai	Comedy, Ecchi, Harem, Romance	TV	12
797	Hanaukyou Maid-tai OVA	Comedy, Ecchi, Harem, Romance	OVA	3
649	Hanaukyou Maid-tai: La Verite	Comedy, Ecchi, Harem, Romance	TV	12
587	Hanbun no Tsuki ga Noboru Sora	Comedy, Drama, Romance	TV	6
1234	Hand Maid Mai	Comedy, Ecchi, Romance, Sci-Fi	OVA	1
318	Hand Maid May	Comedy, Ecchi, Harem, Romance, Sci-Fi	TV	10
1115	Handsome Girl	Romance, Shoujo	OVA	1
1812	Hanoka	Sci-Fi	TV	12
1993	Hanoka Recap	Sci-Fi	Special	1
1851	Haou Daikei Ryuu Knight: Adeu Legend Final	Adventure, Comedy, Fantasy, Mecha, Parody	OVA	1
1850	Haou Daikei Ryuu Knight: Adeu Legend II	Action, Adventure, Fantasy, Mecha	OVA	3
1848	Haou Taikei Ryuu Knight	Action, Adventure, Fantasy, Mecha	TV	52
1849	Haou Taikei Ryuu Knight: Adeu Legend	Action, Adventure, Fantasy, Mecha	OVA	13
1570	Happiness!	Comedy, Harem, Magic, Romance, School	TV	12
1902	Happiness!: Watarase Jun no Kareinaru Ichinichi	Comedy, Fantasy	OVA	1
1193	Happy Seven: The TV Manga	Comedy, Fantasy	TV	13
319	Happy World!	Comedy, Ecchi, Fantasy, Romance	OVA	3
259	Happy☆Lesson	Comedy, Harem, Romance, School	OVA	5
260	Happy☆Lesson (TV)	Comedy, Drama, Harem, Romance, Slice of Life	TV	13
261	Happy☆Lesson: Advance	Comedy, Harem, Romance, Slice of Life	TV	13
262	Happy☆Lesson: The Final	Comedy, Harem, Romance, School	OVA	3
1645	Harlock Saga: Nibelung no Yubiwa	Action, Adventure, Drama, Sci-Fi, Seinen, Space	OVA	6
1621	Haru no Ashioto The Movie: Ourin Dakkan	Action, Comedy, School	Movie	1
747	Haru wo Daite Ita	Drama, Romance, Yaoi	OVA	2
1904	Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko	Demons, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural	OVA	3
